0.4343, 0.6884
-0.1645, -0.8936
0.9802, -1.2101
0.7821, 1.1359
-0.4439, -0.3383
0.9107, -1.7961
0.2525, 1.6067
-1.0712, -0.3714
0.5500, -1.5947
0.3073, 0.2142
-0.7867, -0.0857
0.7949, -1.1737
0.1288, 1.0285
0.2377, -0.1584
0.5103, -1.3452
0.2430, 0.5879
-0.8731, -0.9602
0.3286, -1.6710
0.4868, 0.4956
-1.4907, -0.7890
0.9116, -1.4675
0.4028, 1.8589
-0.6783, -0.2603
0.1281, -1.1607
0.2228, 1.1477
-0.4026, -0.4207
1.0355, -1.0983
0.3374, 1.5788
-0.5618, 0.2288
1.1508, -1.2779
0.7061, 1.2432
-1.5295, -0.2117
0.4830, -1.2509
-0.0896, 0.8288
-0.4496, -0.3753
0.7796, -1.4486
0.2747, 0.7689
-0.0865, -0.2613
0.3859, -0.6423
0.1820, 1.3981
-1.0225, -0.1973
0.2425, -0.8443
0.6162, 0.9376
-1.3188, -0.5020
0.3322, -1.3699
0.4019, 1.0853
-0.4561, -0.3379
0.0231, -1.4086
0.1042, 1.4151
-0.7811, -0.7101
1.0182, -0.6558
0.4840, 0.9409
-1.4100, -0.1702
0.7900, -1.9509
0.6930, 1.1217
-0.7553, -0.1194
1.2599, -1.5727
0.3915, 0.8034
-1.1101, 0.3676
0.9482, -0.9948
0.3759, 1.0425
-0.7136, -0.7282
-0.0628, -1.6744
-0.0184, 1.4067
-0.3068, -0.4372
0.7611, -1.7235
0.3761, 0.8907
-0.6466, -0.4098
0.3159, -1.1968
0.8401, 1.3835
-0.5243, -0.2558
1.0160, -1.5585
0.1151, 1.0480
-0.3550, -0.5519
0.9866, -0.8994
0.4855, 0.6902
-1.0094, -0.3721
0.3593, -1.2693
0.4364, 1.5258
-0.9863, -0.2683
1.0103, -1.8034
0.8265, 1.1679
-1.0830, -0.2016
1.1777, -1.3826
0.3582, 0.4332
-0.7163, -0.4571
1.3845, -1.2616
0.2713, 0.5836
-0.1691, -0.3864
1.0238, -1.5020
1.0003, 1.0921
-0.9484, -0.5280
1.0498, -1.0975
0.6386, 1.3050
-0.7726, -0.2071
0.8109, -1.1387
0.1483, 0.8109
-0.3267, 0.4849
0.8560, -1.0951
0.2323, 1.0488
-0.8142, -0.1109
1.0625, -1.5151
0.5328, 0.8123
-1.0774, -0.2677
0.6424, -1.5858
0.2699, 1.1908
-0.3243, -0.5523
0.9179, -1.2661
0.5762, 1.1862
-1.0285, -0.1156
0.7228, -1.4891
0.3182, 0.8497
-0.1588, -0.1940
1.4041, -1.4333
0.5807, 1.1506
-0.4130, 0.0124
0.4875, -1.6622
0.2556, 0.9562
-0.6695, -0.5184
0.8144, -1.3848
0.3348, 1.2577
-1.4630, -0.2601
1.1499, -1.2896
1.0011, 0.9098
-0.9713, -0.3345
0.4798, -1.0713
0.6877, 1.3927
-0.7761, -0.3343
0.5727, -1.0385
0.9867, 0.6554
-0.5828, -0.7170
0.6835, -1.6198
0.9745, 0.8023
-0.7762, -0.1937
0.4475, -1.7291
0.3615, 1.2236
-1.0738, -0.3348
0.9222, -0.6359
-0.0573, 0.9871
-0.5810, -0.1987
0.7046, -0.9408
0.0617, 1.3810
-1.1379, -0.4500
0.3070, -1.5774
0.3083, 1.0430
-0.4341, -0.3102
0.5529, -1.6970
0.4219, 1.8303
-0.4529, 0.1254
0.7686, -1.2617
0.1404, 1.2349
-0.6436, 0.0654
0.4666, -1.4766
0.3592, 1.1621
-0.4792, -0.1424
0.7192, -1.3788
0.3115, 1.3487
-0.0386, -0.1104
0.9336, -1.8999
0.1657, 0.8527
-0.0130, 0.0451
1.3228, -1.2042
0.6256, 0.9365
-0.8106, -0.4271
1.1172, -1.5870
0.3678, 0.8949
-0.5122, -0.1714
0.5088, -1.6413
0.1841, 1.0469
-0.1309, -0.0021
0.5994, -1.3028
0.2823, 0.9476
-0.5252, 0.0169
0.9778, -1.0603
0.3586, 1.1864
-0.1422, 0.5339
1.2448, -1.4785
0.6582, 1.1265
-1.2105, -0.0448
0.2794, -1.0345
0.5729, 0.9333
-0.4349, 0.2160
1.3157, -0.9403
0.1330, 0.8449
-0.7445, -0.5733
1.1572, -1.6308
0.1803, 0.9245
-0.5958, -0.3715
0.7842, -0.9083
0.1297, 1.2430
-0.2712, 0.2185
1.1953, -1.8588
0.7517, 1.2228
-0.7644, 0.2661
1.0063, -0.8258
-0.2088, 0.9019
-0.9851, -0.2585
0.7365, -1.2081
0.2055, 1.2320
-0.8752, -0.0653
0.8874, -1.5869
0.4330, 0.6377
-1.6675, -0.0024
0.8380, -1.4027
0.8183, 1.2542
-0.1378, -0.0071
0.2524, -0.9210
0.7099, 0.6360
-1.4928, -0.2682
0.6461, -0.8556
0.9832, 0.9177
-1.2659, -0.2626
1.0967, -1.2748
-0.0172, 1.4565
-1.0752, -0.2204
0.5493, -1.6626
0.2653, 0.9823
-0.5580, 0.0262
1.0414, -1.2319
0.4199, 1.2378
-0.6775, -0.3714
0.6751, -1.6834
0.0048, 1.2856
-1.0113, -0.2636
0.7001, -1.5500
0.2913, 1.2285
-0.2680, -0.4644
1.0273, -1.4232
0.1958, 1.1687
-0.7704, -0.3144
0.9762, -0.9924
0.4421, 0.8161
-0.4075, -0.1803
0.2295, -1.3576
0.2473, 1.0314
-0.7648, 0.3702
1.0692, -0.9958
0.4331, 1.1202
-1.2419, -0.1854
0.5397, -0.9984
0.5662, 1.0244
-0.5574, -0.5585
0.4388, -2.0009
0.8158, 1.2942
-0.2977, -0.3940
1.1035, -1.6012
0.4091, 1.0491
-1.1603, 0.0948
0.1261, -0.8809
0.4719, 1.2956
-0.3452, -0.1472
0.0439, -1.2794
0.3155, 0.5805
-0.9017, 0.2921
1.0877, -1.1875
0.3507, 1.1295
-0.8408, -0.1702
0.9278, -0.9369
0.5904, 0.9758
-0.6031, -0.0427
0.7320, -0.7744
0.4979, 1.0027
-0.4107, 0.0286
1.1631, -1.4242
0.8094, 1.2603
-0.6036, -0.2574
1.3914, -1.2697
0.7257, 1.4130
-1.7411, -0.0288
1.3740, -1.6807
0.2453, 1.0779
-0.9269, -0.2660
0.9015, -1.2528
0.5166, 0.4970
-0.8885, -0.1922
0.9740, -1.2392
0.1295, 0.8259
-0.0115, 0.2249
0.8465, -1.1396
0.6063, 1.5054
-0.8302, -0.0737
0.7217, -1.2061
0.0372, 0.5072
-0.8023, 0.0463
0.4413, -1.4795
0.1447, 1.5864
-0.9249, -0.0327
0.3707, -1.1595
0.5384, 1.3664
-0.3116, -0.4942
-0.5668, -1.1795
0.3932, 1.5866
-0.8258, -0.4410
0.3174, -2.1045
0.1356, 1.6900
-1.0361, -0.1743
0.8190, -1.6935
0.5234, 1.2168
-0.8343, 0.2750
0.9291, -1.2287
-0.3344, 1.2272
-0.7000, -0.1147
1.4112, -1.0615
-0.0744, 0.6392
-0.6553, 0.2978
0.4247, -1.7107
0.2973, 1.2292
-0.3518, 0.3448
1.4615, -1.7588
0.4439, 1.4584
-0.4817, -0.8472
0.2925, -1.4125
0.3394, 0.6792
-1.1849, -0.5374
0.5232, -0.9023
0.3968, 0.4068
-0.8857, -0.0829
0.8912, -1.6012
0.5627, 0.8255
-0.3836, -0.4718
0.5902, -0.9112
0.1872, 0.8219
-0.9367, -0.1012
0.2669, -1.0010
0.6636, 1.0165
-0.3310, 0.0970
0.9340, -1.0385
0.2745, 1.0386
-0.6486, -0.3571
0.5151, -1.2547
